station_code,state,source,source_url,retrieval_date,confidence,method
NDR,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MYG,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MBA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JGZ,Madhya Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BHKH,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
NOLI,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SUJR,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AMOD,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
LKD,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
VKL,Gujarat,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BY,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BNR,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KTY,Karnataka,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BLMR,Assam,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ANJ,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
DEB,West Bengal,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ELP,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BTY,West Bengal,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
WARUD,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
VLKN,Tamil Nadu,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PCU,Andhra Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BNPT,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JM,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
GPJ,Andhra Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ABEO,Tamil Nadu,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SEG,Maharashtra,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
GDU,Madhya Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
